gene,avg cluster stat sig,most stat sig cluster,least stat sig cluster,avg # species per cluster
IRX1,0.4537,0.431,0.4764,111.5
EYA3,0.43815000000000004,0.3926,0.4837,159.0
ACTR8,0.4397,0.3849,0.4945,119.0
NFATC2IP,0.29964999999999997,0.1742,0.4251,106.0
ZIC4,0.4381,0.3968,0.4794,154.5
ETV6,0.34754999999999997,0.2245,0.4726,72.0
PCGF3,0.47503333333333336,0.4435,0.4986,72.33333333333333
HOXB5,0.3024,0.1455,0.4593,112.0
HLA-DQB2,0.48855000000000004,0.4822,0.4949,114.0
WDR61,0.436175,0.3752,0.4875,66.75
ZNF213,0.27595,0.0144,0.4959,63.75
PDS5B,0.4462,0.4011,0.488,83.0
MED12L,0.4295,0.381,0.478,124.0
DCAF1,0.43572000000000005,0.3167,0.4918,52.0
MAML2,0.4059,0.25,0.4865,98.33333333333333
POU3F3,0.30834,0.1487,0.3937,39.4
MXD1,0.44684999999999997,0.3937,0.5,114.0
PLEK2,0.49124999999999996,0.4825,0.5,118.5
MAP2K1,0.4391,0.4017,0.4765,123.0
PLXNB3,0.3212,0.1451,0.4492,81.0
MED28,0.4197,0.3528,0.4812,82.66666666666667
NONO,0.4188,0.3091,0.4912,148.25
PKNOX2,0.4515,0.4084,0.4946,113.5
KLHL1,0.4798,0.4731,0.4865,116.5
EPC2,0.403775,0.2898,0.4698,64.25
LHX5,0.3461,0.1818,0.4666,75.0
CTDSPL2,0.41969999999999996,0.3449,0.4945,119.5
ZBTB45,0.38493333333333335,0.3704,0.3995,73.33333333333333
NRK,0.45845,0.433,0.4839,105.5
RPA2,0.429,0.4236,0.4344,193.5
ZNF878,0.34512,0.0498,0.4423,65.0
ATOH7,0.2676,0.1157,0.4195,106.0
ZHX2,0.31398000000000004,0.187,0.4783,53.0
SUFU,0.4639666666666667,0.4067,0.5,131.66666666666666
ZBED2,0.4089,0.3211,0.4967,84.5
TFCP2L1,0.4837,0.4701,0.4973,125.5
GABPB1,0.40785000000000005,0.3305,0.4852,124.0
TRIM31,0.232,0.0288,0.4404,39.666666666666664
EID1,0.3699,0.3346,0.4052,131.0
CERS6,0.4726,0.4507,0.4945,124.5
MAPK3,0.49865000000000004,0.4973,0.5,147.5
ZNF2,0.3998,0.3942,0.4054,133.5
ATF7IP,0.4399,0.3855,0.4943,110.5
VGLL1,0.40149999999999997,0.3721,0.4309,122.5
PPARG,0.33545,0.2862,0.3847,135.0
ZNF250,0.3837,0.2329,0.4632,91.33333333333333
HCLS1,0.39425,0.3641,0.4244,124.0
PRNP,0.41469999999999996,0.35,0.4794,111.5
TRMT1,0.40249999999999997,0.3146,0.4904,116.5
BBX,0.4872,0.4726,0.5,136.33333333333334
SALL3,0.32636666666666664,0.2521,0.4557,83.66666666666667
FOXN2,0.3715,0.1252,0.4507,91.2
ZNF611,0.4661666666666667,0.4232,0.5,131.0
POLR3F,0.4645,0.429,0.5,113.5
TFAP2A,0.377875,0.2747,0.4835,56.0
ZNF71,0.3556333333333333,0.2523,0.4073,72.33333333333333
NFKB1,0.4365333333333334,0.3351,0.4943,88.66666666666667
H1-10,0.29385,0.1789,0.4088,89.0
FGD1,0.47340000000000004,0.4636,0.4832,111.5
CALR,0.4591,0.4182,0.5,130.5
NFIC,0.46094999999999997,0.4275,0.4944,177.0
EGR3,0.48285,0.48,0.4857,205.0
SIRT1,0.4639,0.4334,0.4944,121.5
TCERG1,0.5,0.5,0.5,116.5
BARHL2,0.32072,0.0604,0.4839,56.6
ZNF708,0.40795000000000003,0.3428,0.4731,108.5
LMX1B,0.4595,0.4217,0.4973,129.0
ZNF716,0.32536,0.0319,0.4926,72.2
TRIM72,0.34325,0.1567,0.4857,58.0
ZFP64,0.4075,0.315,0.5,123.0
NIF3L1,0.4278,0.3613,0.4943,109.5
ZNF442,0.4235333333333333,0.3866,0.4908,102.33333333333333
TLX1,0.4588,0.4217,0.4959,104.5
SERPIND1,0.31155,0.1599,0.4701,65.75
CDC6,0.42574999999999996,0.3692,0.4823,120.0
TNIP2,0.43037499999999995,0.4182,0.4453,68.5
ACTB,0.4042,0.3833,0.4251,144.0
MLLT1,0.4190666666666667,0.3863,0.4646,83.66666666666667
ZIM3,0.4335333333333333,0.3006,0.5,53.0
NMI,0.4531,0.4062,0.5,112.0
MEIOSIN,0.29235,0.0914,0.4933,103.5
ARIH2,0.4033333333333333,0.3138,0.4726,84.0
GRM6,0.49929999999999997,0.4986,0.5,113.0
ZBTB18,0.426725,0.3654,0.4726,69.0
SOHLH1,0.30385,0.1758,0.4319,92.5
HDAC7,0.41955,0.4155,0.4236,182.0
MED14,0.4517,0.3738,0.4822,69.75
ATXN2,0.4283333333333334,0.3398,0.4918,139.66666666666666
FBXO5,0.2944,0.1425,0.4463,130.5
SORBS3,0.5,0.5,0.5,128.0
GLIS3,0.41869999999999996,0.3937,0.4437,125.0
CHMP3,0.44625000000000004,0.3952,0.4973,113.5
MBNL3,0.39339999999999997,0.3167,0.4701,158.5
HOXA9,0.413225,0.3174,0.4973,92.5
CSRNP2,0.43375,0.3915,0.4794,67.5
MBD4,0.3414,0.2545,0.4212,73.25
ZNF524,0.265775,0.1196,0.4671,64.75
ZNF487,0.4865333333333333,0.4731,0.5,99.66666666666667
ZNF670,0.41186,0.3042,0.4819,87.4
SMARCC2,0.4872,0.4808,0.5,97.0
NKX2-3,0.29795,0.2044,0.3915,116.0
ZSCAN26,0.3249,0.2391,0.4174,78.33333333333333
ZNF10,0.37915,0.1776,0.4913,71.75
KLF18,0.26890000000000003,0.1746,0.4041,3.8
SP1,0.37015000000000003,0.3017,0.4398,67.25
TPR,0.38916666666666666,0.3525,0.4182,85.66666666666667
CDKN1B,0.40266666666666673,0.2107,0.5,139.66666666666666
TBX19,0.40829999999999994,0.39,0.4472,57.6
PAX4,0.44935,0.4453,0.4534,175.0
TRIM13,0.43733333333333335,0.3915,0.4671,132.0
NRF1,0.46436666666666665,0.4146,0.496,119.0
KHDRBS2,0.45065,0.417,0.4843,117.5
ZNF580,0.4054666666666667,0.3809,0.4297,79.0
SUMO2,0.32197500000000007,0.0334,0.4687,71.0
USP2,0.4784,0.4382,0.5,161.0
TARDBP,0.44575,0.3915,0.5,111.5
ZNF423,0.4888,0.4776,0.5,131.0
THRA,0.47386666666666666,0.427,0.4973,147.0
LMO4,0.4597,0.4463,0.4731,122.5
TLE1,0.3656,0.1591,0.4946,85.66666666666667
RXRG,0.46275,0.4324,0.4931,113.5
ZNF844,0.4942,0.4884,0.5,106.0
UBB,0.325275,0.0372,0.4976,31.5
ZNF777,0.31504,0.136,0.454,49.8
MIER2,0.43716666666666665,0.4019,0.4717,83.66666666666667
CDK11B,0.4701,0.4701,0.4701,197.0
RBM20,0.44092499999999996,0.4041,0.5,68.5
TRAFD1,0.4288666666666667,0.4084,0.4485,85.66666666666667
SMYD3,0.49319999999999997,0.4864,0.5,121.5
KEAP1,0.34726,0.1675,0.4688,52.4
RALY,0.34695,0.2862,0.4453,69.0
HEXIM1,0.33507499999999996,0.1554,0.4748,65.25
CIITA,0.3858333333333333,0.2909,0.4698,84.0
RBM6,0.35965,0.3037,0.3986,64.0
ZNF567,0.44626666666666664,0.3836,0.4851,117.33333333333333
ZNF579,0.30999999999999994,0.1527,0.4667,44.0
SOX4,0.26935,0.1347,0.4974,52.75
CITED2,0.43450000000000005,0.3819,0.5,88.25
PRAMEF27,0.30040000000000006,0.0094,0.4651,88.0
RFXAP,0.2996,0.2001,0.3991,105.5
ZNF790,0.36367499999999997,0.2522,0.4918,62.0
KLF7,0.4662,0.4324,0.5,122.0
RORC,0.39585000000000004,0.3614,0.4303,123.5
ZNF138,0.36223333333333335,0.2521,0.4505,176.66666666666666
PDX1,0.3115,0.2111,0.4119,111.0
PER2,0.3065,0.1142,0.4075,53.8
CNOT7,0.49645,0.4943,0.4986,202.0
HOXD4,0.3808,0.3731,0.3885,118.0
NOL11,0.42189999999999994,0.3756,0.4544,88.0
LMCD1,0.34445,0.1327,0.481,94.0
NKX6-1,0.45975,0.4209,0.4986,102.5
ELL2,0.4665,0.4371,0.4959,122.5
PASD1,0.36525,0.2435,0.4591,49.25
ZNF182,0.43470000000000003,0.4035,0.4931,129.33333333333334
PTPN14,0.31548000000000004,0.1339,0.4726,53.2
ZBTB24,0.32985,0.2478,0.4119,113.5
HSFY1,0.3861,0.1502,0.5,55.75
GLI2,0.325325,0.1595,0.4415,61.5
RFX2,0.403,0.384,0.422,125.5
ZKSCAN3,0.4454,0.3955,0.4953,99.0
OGT,0.46585,0.437,0.4947,114.5
CDC45,0.47395,0.4644,0.4835,177.0
CREB3L2,0.42455,0.4028,0.4463,148.5
CREB5,0.43879999999999997,0.3911,0.4865,120.5
E2F1,0.48655000000000004,0.4731,0.5,121.5
ERF,0.43965,0.433,0.4463,125.5
DVL2,0.4699,0.4425,0.4973,115.0
TRIM50,0.3791,0.3622,0.396,114.5
AKAP8,0.31199999999999994,0.1417,0.4763,56.2
ZNF460,0.4826,0.4826,0.4826,129.5
ZNF697,0.377975,0.2122,0.4873,56.25
EGLN3,0.38489999999999996,0.2721,0.4946,64.5
ZNF689,0.4042,0.3807,0.4277,113.0
NEUROD6,0.38180000000000003,0.337,0.4266,123.0
EZH2,0.4523,0.4084,0.4946,91.33333333333333
BAZ1B,0.4911,0.4852,0.497,115.5
MEGF8,0.4782,0.4388,0.4986,115.25
ZBTB8A,0.4439,0.4026,0.4754,80.0
MLLT6,0.44556666666666667,0.3939,0.4721,86.66666666666667
POU6F1,0.4772,0.4544,0.5,112.5
ILK,0.43593333333333334,0.3937,0.4943,142.33333333333334
IRF2BPL,0.30755,0.0368,0.489,60.5
HMX3,0.45955,0.4337,0.4854,105.0
ZNF445,0.29298,0.095,0.4375,48.2
TCF20,0.49865000000000004,0.4973,0.5,205.0
ZNF711,0.3877,0.2785,0.4538,84.66666666666667
RELB,0.39454999999999996,0.3428,0.4463,116.5
FOXD1,0.32275,0.2775,0.368,89.0
CHD8,0.30139999999999995,0.0144,0.4946,78.33333333333333
EGR4,0.39327500000000004,0.3398,0.4236,93.5
SIRT6,0.33285,0.25,0.4157,106.5
PKHD1,0.48495,0.4726,0.4973,126.0
CEBPD,0.4986,0.4986,0.4986,109.0
MKX,0.461025,0.4124,0.4886,67.75
HNRNPA2B1,0.29896666666666666,0.0133,0.4973,90.33333333333333
DUXB,0.325,0.208,0.4743,54.333333333333336
UFL1,0.39253333333333335,0.3068,0.4474,85.66666666666667
BRD8,0.3753,0.2177,0.4918,86.33333333333333
LTN1,0.35975999999999997,0.1607,0.4357,80.4
ZSCAN2,0.40895000000000004,0.3705,0.4474,117.0
TGIF2,0.34025,0.0307,0.4861,63.0
ZNF286A,0.4085,0.317,0.5,122.0
ONECUT3,0.38958,0.2364,0.4711,39.2
DYRK1A,0.46514999999999995,0.4357,0.4946,114.5
MLLT10,0.4402,0.4198,0.4651,99.33333333333333
ZNF350,0.45499999999999996,0.4438,0.4662,153.5
SALL4,0.34328,0.2118,0.4618,50.6
ZNF804B,0.38976666666666665,0.3428,0.4812,93.33333333333333
NR1I3,0.4196,0.4006,0.4386,176.0
PIM1,0.44245,0.3849,0.5,108.5
YY1AP1,0.4597,0.4463,0.4731,151.5
DACH2,0.45814999999999995,0.4463,0.47,111.5
ZNF257,0.31265,0.0429,0.5,66.0
MTF2,0.44632499999999997,0.3836,0.5,116.0
SSH1,0.4118,0.3184,0.4785,111.0
HDAC11,0.474,0.4562,0.4918,123.5
MKRN2,0.4897,0.4794,0.5,198.0
H2AZ2,0.3054333333333333,0.0183,0.4517,126.33333333333333
ZNF76,0.44566666666666666,0.381,0.478,102.0
SF3A3,0.45635000000000003,0.4182,0.4945,120.0
ZNF608,0.44284999999999997,0.3911,0.4946,129.0
ZNF616,0.5,0.5,0.5,139.0
NRL,0.34253333333333336,0.1939,0.4182,86.33333333333333
POU2F3,0.47656666666666664,0.4324,0.5,144.66666666666666
ZXDB,0.33172,0.0764,0.4238,33.6
KMT2A,0.44295,0.4146,0.4713,124.5
ZBTB42,0.29006,0.1148,0.4552,44.8
ESF1,0.3397,0.2675,0.4119,118.0
LHX2,0.3768,0.2976,0.4217,85.66666666666667
KLHL6,0.348,0.3443,0.3517,116.0
BTK,0.4016,0.2701,0.4945,101.25
AHR,0.3603,0.2545,0.4661,121.5
UXT,0.46375,0.4344,0.4931,110.0
TBX22,0.3718,0.3296,0.414,119.0
TRIM28,0.48765000000000003,0.4753,0.5,126.0
HSPA8,0.4933,0.4893,0.4973,105.5
MEIS1,0.49075,0.4726,0.5,150.5
ZNF418,0.45930000000000004,0.4485,0.4701,193.5
ZNF91,0.418,0.317,0.5,43.0
ZBED5,0.289675,0.0906,0.4273,62.25
PAGR1,0.33855,0.2318,0.4453,116.0
NAA16,0.43884999999999996,0.3942,0.4835,110.0
FAM83G,0.49324999999999997,0.4865,0.5,115.0
ETV1,0.434,0.368,0.5,121.5
ZIC3,0.37965,0.3439,0.415,65.25
MTPN,0.4537,0.428,0.4686,87.0
ESRRA,0.41150000000000003,0.2744,0.4973,119.25
EYA4,0.49795,0.4973,0.4986,121.5
IRX6,0.3471,0.1534,0.4946,56.6
NSD3,0.43255,0.3706,0.4945,119.5
HOXD10,0.4878,0.481,0.4946,127.0
ZNF501,0.4851,0.4851,0.4851,108.0
ZNF655,0.39649999999999996,0.3085,0.4845,119.0
CHEK1,0.48385,0.4731,0.4946,204.0
TCF7L1,0.476,0.452,0.5,119.0
URI1,0.429,0.4236,0.4344,161.0
PDLIM1,0.41429999999999995,0.3232,0.4946,77.33333333333333
ZNF35,0.365,0.1783,0.4851,103.66666666666667
ST18,0.35864,0.1142,0.4439,54.0
ZNF140,0.43123333333333336,0.4067,0.4686,94.66666666666667
MED31,0.45725999999999994,0.4244,0.5,54.0
ZNF585A,0.44984999999999997,0.4404,0.4593,132.5
MAP2K6,0.39465,0.3474,0.4453,88.5
ZNF780A,0.4562,0.4243,0.4881,140.0
PHC1,0.46535000000000004,0.4449,0.4858,127.5
POU3F4,0.33546,0.1059,0.4971,51.8
DCAF6,0.395025,0.2764,0.4731,77.5
PABPC1L,0.4822,0.4671,0.4973,120.5
ZNF214,0.2774,0.0424,0.3879,41.2
YAF2,0.44079999999999997,0.3937,0.4879,123.0
HOXB2,0.4421,0.39,0.4942,115.5
HNRNPCL2,0.40325,0.3065,0.5,12.5
ZKSCAN4,0.29492,0.0376,0.4345,56.6
RFX5,0.3221,0.1305,0.4458,87.66666666666667
ACTL6A,0.4435,0.3924,0.4946,122.0
PAWR,0.36155000000000004,0.3381,0.385,105.0
KLHL41,0.3066333333333333,0.131,0.4196,80.66666666666667
CEBPZ,0.3451,0.1209,0.4251,67.0
CHUK,0.43785,0.4071,0.4688,64.25
GMEB2,0.3290666666666667,0.1855,0.4102,87.0
ZNF185,0.4598,0.4323,0.4873,128.0
SREBF2,0.47055,0.4425,0.4986,118.0
MAPK14,0.4729,0.4485,0.4973,123.0
DCC,0.5,0.5,0.5,125.5
NEUROD1,0.4185,0.4093,0.4277,123.5
ZNF800,0.45335000000000003,0.4067,0.5,111.0
NPM2,0.412975,0.368,0.4704,103.0
RNF125,0.45455,0.412,0.4971,110.5
LGALS12,0.48915,0.481,0.4973,176.0
TRIM49,0.2685333333333333,0.1846,0.3442,54.0
FBXO41,0.36326,0.1501,0.4834,52.6
EP400,0.4456,0.4226,0.4686,121.0
ZC3H6,0.3596,0.1855,0.4589,81.33333333333333
ZFP41,0.3912,0.3031,0.4793,100.0
ZNF479,0.3820666666666666,0.2994,0.4839,143.0
ZRSR2,0.4591,0.4182,0.5,125.0
E2F6,0.3484,0.2678,0.429,132.0
ECD,0.48655,0.4785,0.4946,197.5
ACTN1,0.4699,0.4453,0.4945,146.0
APBB1,0.47646666666666665,0.4458,0.4918,188.66666666666666
MTOR,0.4682,0.4418,0.4946,123.0
OLIG1,0.4156,0.3803,0.4509,106.5
ZNF789,0.49629999999999996,0.4926,0.5,112.5
PRAMEF20,0.26886666666666664,0.0152,0.4178,90.66666666666667
FER,0.49929999999999997,0.4986,0.5,123.0
TSHZ1,0.44575,0.3915,0.5,119.0
SOX3,0.33705,0.273,0.4011,88.0
DUX4,0.11927499999999999,0.0071,0.25,2.25
CDK7,0.44515,0.3944,0.4959,113.5
SP110,0.3721,0.3721,0.3721,83.5
ZNF560,0.49465000000000003,0.4893,0.5,77.5
PRKCB,0.4618,0.4357,0.4879,132.5
S100A9,0.34002499999999997,0.1861,0.4988,69.5
MACROH2A2,0.34990000000000004,0.131,0.4589,78.0
CTNND1,0.4802666666666667,0.4731,0.4892,90.33333333333333
ZNF275,0.4485,0.4458,0.4512,165.5
NFKBIL1,0.41759999999999997,0.3878,0.4474,113.5
HOXD3,0.48555,0.4835,0.4876,120.0
KDM4A,0.41459999999999997,0.3963,0.4251,69.25
ZNF121,0.43195,0.4298,0.4341,85.0
TRAK2,0.4144,0.3398,0.489,113.0
ELF1,0.388725,0.2936,0.5,72.75
TTF1,0.385,0.1354,0.4973,106.25
RNF166,0.48185,0.4637,0.5,123.0
ZNF770,0.41859999999999997,0.3634,0.4738,113.5
RNASE2,0.38625,0.3443,0.4282,98.0
TLE6,0.3506,0.1379,0.4931,96.75
TAF11,0.36819999999999997,0.2901,0.4463,138.0
HNRNPUL1,0.45335000000000003,0.4067,0.5,131.5
PATZ1,0.31473999999999996,0.0138,0.429,50.2
SPZ1,0.2484,0.0149,0.4819,96.0
LMO3,0.48385,0.4731,0.4946,204.0
ZNF599,0.49924999999999997,0.4985,0.5,174.0
ZNF587,0.4246,0.3928,0.4564,143.0
TRIM14,0.47145,0.4458,0.4971,93.0
PAX3,0.45438,0.4357,0.4785,109.6
PARP9,0.3935,0.3204,0.4701,95.0
PEG3,0.46165,0.4489,0.4744,102.0
INSM2,0.246325,0.0923,0.4985,58.0
ZNF292,0.314725,0.1266,0.4209,68.75
ZNF331,0.4686333333333333,0.4059,0.5,94.0
CENPB,0.35269999999999996,0.1055,0.4985,42.8
BRWD3,0.45335000000000003,0.4067,0.5,116.5
RBM39,0.4174,0.3444,0.4904,118.5
NACA2,0.17045000000000002,0.0548,0.2861,12.0
TADA2A,0.44565,0.3968,0.4945,121.5
RBM27,0.47265,0.4453,0.5,114.5
PBRM1,0.5,0.5,0.5,128.5
PSMD10,0.4373,0.3937,0.4946,126.75
ARC,0.3289666666666667,0.1558,0.4209,78.0
UBE2V1,0.3328,0.2592,0.4064,148.5
ZNF236,0.48655000000000004,0.4731,0.5,120.0
HAND1,0.34492,0.1142,0.4959,54.2
ZNF395,0.3609,0.195,0.4944,65.25
ZNF75D,0.49855,0.4971,0.5,159.5
MED8,0.46026666666666666,0.4534,0.4726,144.33333333333334
BCL6,0.37766666666666665,0.3005,0.4671,88.66666666666667
PHTF2,0.35283333333333333,0.1347,0.4921,140.66666666666666
PCNA,0.4686,0.4386,0.4986,109.0
TTLL5,0.46245,0.4357,0.4892,125.0
UNKL,0.344125,0.1607,0.4825,67.25
THAP8,0.3058,0.0905,0.3937,38.2
NUDT5,0.46745000000000003,0.4485,0.4864,181.5
TGS1,0.37237499999999996,0.3074,0.4142,67.25
MED13,0.42435,0.3487,0.5,112.5
SP6,0.33232,0.1264,0.4942,56.0
ZNF17,0.46950000000000003,0.4634,0.4756,132.0
UBE2K,0.45175,0.4035,0.5,116.0
PROP1,0.277,0.1253,0.4287,106.5
AXIN1,0.31885,0.2619,0.3963,67.5
ZSCAN21,0.4161,0.3985,0.4337,120.5
KAT8,0.4775,0.4564,0.4986,140.5
NKX2-4,0.35479999999999995,0.2764,0.433,45.8
PLCB1,0.4664,0.4463,0.4865,137.5
ZNF669,0.415925,0.3696,0.4581,201.5
TP53BP1,0.4729,0.4485,0.4973,113.0
ZNF677,0.5,0.5,0.5,151.5
TSC22D2,0.33567499999999995,0.2387,0.412,60.5
MBD3,0.4415,0.3872,0.4958,137.5
RCOR1,0.4837,0.4783,0.4891,125.0
CRIP1,0.442075,0.3915,0.4739,67.0
ZNF492,0.39354999999999996,0.368,0.4284,109.5
SNW1,0.39815,0.3167,0.4796,128.0
CREBL2,0.36405,0.261,0.4577,66.75
KLF13,0.2822,0.1407,0.379,53.0
ICE2,0.3359666666666667,0.1575,0.4589,80.33333333333333
NKX2-8,0.2761,0.1563,0.3959,108.5
LOXL3,0.4595,0.4217,0.4973,115.0
ZNF665,0.4774,0.4578,0.497,159.0
SIAH2,0.4278,0.4067,0.4463,77.33333333333333
H1-1,0.3560999999999999,0.3339,0.4005,79.66666666666667
TERF1,0.3683,0.3083,0.4283,145.5
NPAS2,0.4568666666666667,0.4005,0.4973,86.66666666666667
WDTC1,0.38665,0.3089,0.4644,121.5
THAP4,0.36624999999999996,0.3413,0.3912,110.0
NCOR2,0.48915,0.481,0.4973,130.5
PLXNA4,0.4415,0.3952,0.4878,123.0
NUCKS1,0.4329,0.3269,0.4987,86.0
HOXA2,0.35403333333333337,0.1571,0.4904,84.33333333333333
ZNF224,0.4979,0.4958,0.5,135.0
MED4,0.4738666666666667,0.4692,0.4776,140.0
MTA1,0.34158,0.147,0.481,54.0
GRHL2,0.42645,0.3692,0.4837,125.0
SNAPC5,0.4555,0.4138,0.4972,121.5
L3MBTL4,0.427025,0.3735,0.4673,110.75
NUP133,0.4971,0.4971,0.4971,117.0
HYAL2,0.2997,0.1894,0.3937,78.66666666666667
UNCX,0.30484000000000006,0.1407,0.4866,44.8
ZFPL1,0.38633333333333336,0.3112,0.4798,90.66666666666667
HMGB3,0.4162,0.3416,0.4908,118.5
BARX2,0.4658,0.433,0.4986,109.5
PEX14,0.3845,0.3455,0.4143,86.0
SLC39A10,0.3687,0.3138,0.4236,114.5
ALYREF,0.33298000000000005,0.1991,0.4734,44.0
HNRNPU,0.39248,0.1558,0.5,95.6
VPS25,0.336375,0.2255,0.4371,69.0
ERFL,0.4174,0.3444,0.4904,113.0
ZNF428,0.48255000000000003,0.4651,0.5,109.5
ZNF595,0.33375,0.0831,0.4858,49.0
CSNK2A2,0.4926,0.4865,0.4987,138.0
INO80,0.41775,0.3557,0.4798,118.0
ZNF436,0.3899,0.2893,0.4905,125.5
RRM2,0.3565333333333333,0.2361,0.4959,140.0
EEA1,0.46485,0.4324,0.4973,119.0
KCTD1,0.39999999999999997,0.3428,0.4892,75.66666666666667
FOXC2,0.21057499999999998,0.0101,0.3979,51.25
DNTTIP2,0.3116,0.1479,0.461,54.2
LARP6,0.48829999999999996,0.478,0.4986,117.0
RITA1,0.35835,0.2954,0.4213,133.5
LPIN3,0.36215,0.2291,0.4987,66.25
ZC3H12B,0.4986,0.4972,0.5,109.0
ZNF133,0.4154,0.3796,0.4512,140.5
BACH1,0.45436666666666664,0.431,0.4847,84.66666666666667
SET,0.4694,0.4628,0.476,195.5
PIN1,0.44855,0.4041,0.5,112.75
HNF4A,0.41900000000000004,0.3654,0.4726,162.5
KDM5C,0.4232333333333333,0.3023,0.4891,78.0
NUFIP2,0.4576,0.4166,0.4986,114.5
HES1,0.49865000000000004,0.4973,0.5,107.5
RUVBL1,0.41709999999999997,0.3836,0.4698,71.25
TULP2,0.353375,0.2352,0.496,60.75
ZNF267,0.45835,0.4316,0.4851,93.5
ANHX,0.3639,0.2899,0.4379,107.0
NKX1-1,0.30286,0.1224,0.489,43.0
TAF7,0.37888,0.0989,0.4899,50.8
PLEKHA4,0.44289999999999996,0.3968,0.489,114.0
TSNAX,0.30005,0.1873,0.4128,111.5
TBX2,0.4729,0.4485,0.4973,117.0
WNT8B,0.401225,0.1912,0.4745,64.75
ZNF572,0.39485,0.3374,0.4523,111.0
ELOC,0.2836,0.0222,0.4804,83.25
SS18L2,0.3232,0.2147,0.4317,107.5
PSMC1,0.4783,0.4756,0.481,125.0
ZNF638,0.4462,0.3937,0.4987,109.0
ZNF785,0.274025,0.0395,0.4705,23.25
BATF2,0.43515000000000004,0.4268,0.4435,152.5
ZMAT4,0.34514000000000006,0.1267,0.4447,56.4
THAP12,0.4309,0.3902,0.4716,117.5
ZNF705D,0.44079999999999997,0.3965,0.4851,136.0
SMARCAL1,0.42629999999999996,0.3937,0.4785,84.33333333333333
UIMC1,0.4365,0.3953,0.4777,124.5
SETX,0.31804000000000004,0.1222,0.4592,49.6
RPS6KA4,0.46785,0.4384,0.4973,114.5
UBP1,0.47285,0.4701,0.4756,128.0
SLC6A3,0.33694999999999997,0.1421,0.453,60.75
JMJD6,0.43035,0.2903,0.4959,118.25
ING1,0.5,0.5,0.5,183.5
RAX2,0.3871,0.3508,0.418,56.0
MRTFA,0.407,0.2905,0.4701,91.5
THRAP3,0.31803333333333333,0.1894,0.4119,80.66666666666667
HSF4,0.3686,0.3052,0.4685,102.0
XPA,0.48385,0.4731,0.4946,114.0
DPY30,0.348175,0.2478,0.5,65.5
ZNF682,0.30422499999999997,0.0368,0.4453,108.75
FOXG1,0.40219999999999995,0.3525,0.4439,67.33333333333333
FBXL19,0.4959,0.4918,0.5,118.0
ZNF721,0.497,0.494,0.5,41.5
DMAP1,0.45983333333333337,0.4398,0.489,86.66666666666667
ADAMTS17,0.42618,0.3146,0.4974,58.8
MXI1,0.4817666666666667,0.4521,0.4973,155.0
HSFX4,0.371875,0.1067,0.4791,73.5
KMT5B,0.49455000000000005,0.4918,0.4973,209.0
ZNF189,0.28045,0.1358,0.4251,113.5
BCAS3,0.47050000000000003,0.441,0.5,126.0
ZNF197,0.3255,0.0174,0.4971,64.66666666666667
DPF1,0.48355000000000004,0.4726,0.4945,142.0
TRAPPC2,0.46499999999999997,0.4417,0.4883,172.5
MAFB,0.304825,0.1591,0.3602,57.0
NR2E3,0.32416,0.1453,0.4612,55.4
SIX3,0.4626,0.4312,0.494,112.5
ZKSCAN8,0.29476,0.2205,0.4526,48.6
DLX4,0.4291600000000001,0.3613,0.4717,93.0
PRAMEF6,0.287975,0.0086,0.437,82.0
ADGRA1,0.3464,0.1456,0.4851,65.5
WWC1,0.4334,0.3937,0.4731,121.5
MICALL1,0.4904,0.4808,0.5,140.0
MED23,0.49160000000000004,0.4832,0.5,119.0
LARP1B,0.4506,0.4499,0.4513,169.5
SFMBT1,0.44625000000000004,0.3952,0.4973,117.5
OTOP3,0.38085,0.368,0.3937,122.5
TASOR,0.45089999999999997,0.4128,0.489,136.0
DMTF1,0.39625,0.2952,0.4973,118.5
BNC2,0.4117,0.3551,0.4753,59.0
AFF3,0.2557,0.0114,0.5,99.5
TMF1,0.37392,0.225,0.4463,69.4
POU4F3,0.3141,0.1558,0.4212,64.0
TBP,0.4904,0.4863,0.4945,202.5
AHCTF1,0.34355,0.2426,0.4892,70.5
SHOX,0.3506,0.2091,0.449,53.666666666666664
GTF2IRD1,0.49865000000000004,0.4973,0.5,116.0
DHRS7B,0.36519999999999997,0.2245,0.4794,73.25
ZNF513,0.35267499999999996,0.0331,0.4945,110.0
ATF2,0.4859,0.4731,0.4987,117.5
TENM2,0.48655000000000004,0.4731,0.5,138.5
ZUP1,0.3752,0.3041,0.4463,116.0
ZBED9,0.43205000000000005,0.4051,0.459,90.0
CCNK,0.3917,0.1648,0.4973,102.75
ZNF83,0.49685,0.4937,0.5,167.0
KAT6B,0.4453333333333333,0.4182,0.478,92.33333333333333
TOX3,0.49455000000000005,0.4918,0.4973,180.0
TRERF1,0.4256,0.3539,0.4973,116.0
ZNF740,0.21376666666666666,0.0144,0.4661,79.0
FANCD2,0.2977666666666666,0.0154,0.4946,85.0
PAXBP1,0.44192,0.368,0.4933,92.6
TRIM24,0.48645000000000005,0.4756,0.4973,126.0
ZNF414,0.2772,0.1607,0.3937,112.0
ZFHX2,0.3961,0.2291,0.4892,59.5
CCNT2,0.34047499999999997,0.1244,0.4758,78.0
PDCD4,0.4101666666666666,0.2929,0.4918,122.0
